player,train_size,draw,n_shots,model,log_loss,brier,accuracy,roc_auc,ece,ll_skill_%,bs_skill_%,acc_skill_%,reliability,resolution,uncertainty
LeBron James,50,3,938,intercept_only,0.6834,0.2452,0.5714,0.5,0.015991,-,-,-,0.000256,0.0,0.244898
LeBron James,50,3,938,binned_EB,0.65,0.2286,0.6523,0.6462,0.043705,4.88,6.76,14.16,0.002323,0.018679,0.244898
LeBron James,50,3,938,logistic_RBF,0.6669,0.2352,0.6496,0.6339,0.074498,2.41,4.06,13.68,0.010043,0.020449,0.244898
LeBron James,50,3,938,gp_location,0.6606,0.2331,0.6307,0.6333,0.058256,3.34,4.93,10.38,0.006633,0.018095,0.244898
LeBron James,50,4,951,intercept_only,0.6839,0.2454,0.5714,0.5,0.021631,-,-,-,0.000468,0.0,0.244898
LeBron James,50,4,951,binned_EB,0.6459,0.2268,0.6523,0.6551,0.03894,5.56,7.56,14.16,0.00191,0.019617,0.244898
LeBron James,50,4,951,logistic_RBF,0.6626,0.233,0.6604,0.6346,0.085684,3.11,5.05,15.57,0.010339,0.023443,0.244898
LeBron James,50,4,951,gp_location,0.6577,0.2321,0.628,0.638,0.041464,3.84,5.43,9.91,0.002891,0.013809,0.244898
Kevin Durant,10,0,174,intercept_only,0.7031,0.255,0.4986,0.5,0.07039,-,-,-,0.004955,0.0,0.249998
Kevin Durant,10,0,174,binned_EB,0.682,0.2442,0.5926,0.5669,0.07055,3.0,4.24,18.85,0.00651,0.01364,0.249998
Kevin Durant,10,0,174,logistic_RBF,0.8579,0.2839,0.5726,0.5881,0.151765,-22.02,-11.33,14.85,0.044641,0.007272,0.249998
Kevin Durant,10,0,174,gp_location,0.6943,0.2498,0.584,0.5726,0.100009,1.25,2.03,17.14,0.012312,0.01015,0.249998
Kevin Durant,10,1,161,intercept_only,0.7241,0.265,0.4986,0.5,0.122543,-,-,-,0.015017,0.0,0.249998
Kevin Durant,10,1,161,binned_EB,0.7131,0.2575,0.5926,0.5947,0.137686,1.52,2.82,18.85,0.02009,0.012507,0.249998
Kevin Durant,10,1,161,logistic_RBF,0.8559,0.2853,0.584,0.5727,0.150426,-18.2,-7.66,17.14,0.051098,0.015925,0.249998
Kevin Durant,10,1,161,gp_location,0.7153,0.2564,0.604,0.6029,0.113765,1.21,3.26,21.14,0.021666,0.01562,0.249998
Kevin Durant,10,2,194,intercept_only,0.7112,0.2589,0.4986,0.5,0.094208,-,-,-,0.008875,0.0,0.249998
Kevin Durant,10,2,194,binned_EB,0.7017,0.2533,0.5926,0.5696,0.118326,1.33,2.16,18.85,0.014671,0.012834,0.249998
Kevin Durant,10,2,194,logistic_RBF,0.8586,0.2879,0.5783,0.5569,0.174006,-20.73,-11.21,15.99,0.052735,0.014819,0.249998
Kevin Durant,10,2,194,gp_location,0.7086,0.2555,0.604,0.5886,0.12336,0.37,1.32,21.14,0.020384,0.016066,0.249998
Kevin Durant,10,3,170,intercept_only,0.6991,0.253,0.4986,0.5,0.054366,-,-,-,0.002956,0.0,0.249998
Kevin Durant,10,3,170,binned_EB,0.6991,0.253,0.4986,0.5757,0.054428,-0.0,0.02,-0.0,0.002962,0.0,0.249998
Kevin Durant,10,3,170,logistic_RBF,0.7518,0.27,0.5926,0.5467,0.156421,-7.54,-6.74,18.85,0.035653,0.017552,0.249998
Kevin Durant,10,3,170,gp_location,0.6943,0.2504,0.5698,0.5561,0.083737,0.68,1.03,14.28,0.013658,0.013933,0.249998
Kevin Durant,10,4,155,intercept_only,0.7514,0.2775,0.4986,0.5,0.165941,-,-,-,0.027536,0.0,0.249998
Kevin Durant,10,4,155,binned_EB,0.7564,0.2759,0.5926,0.5606,0.199476,-0.67,0.59,18.85,0.039932,0.015448,0.249998
Kevin Durant,10,4,155,logistic_RBF,1.0165,0.3149,0.5926,0.5684,0.25617,-35.28,-13.47,18.85,0.08394,0.018419,0.249998
Kevin Durant,10,4,155,gp_location,0.7497,0.271,0.5983,0.5889,0.182103,0.23,2.35,19.99,0.039094,0.017904,0.249998
Kevin Durant,20,0,354,intercept_only,0.7045,0.2556,0.4986,0.5,0.074871,-,-,-,0.005606,0.0,0.249998
Kevin Durant,20,0,354,binned_EB,0.6824,0.2445,0.5926,0.5977,0.071089,3.14,4.35,18.85,0.007665,0.012541,0.249998
Kevin Durant,20,0,354,logistic_RBF,0.7306,0.26,0.5783,0.5912,0.108671,-3.71,-1.73,15.99,0.021284,0.012215,0.249998
Kevin Durant,20,0,354,gp_location,0.6921,0.2486,0.5983,0.5952,0.088206,1.76,2.73,19.99,0.009388,0.011376,0.249998
Kevin Durant,20,1,330,intercept_only,0.6981,0.2525,0.4986,0.5,0.049909,-,-,-,0.002491,0.0,0.249998
Kevin Durant,20,1,330,binned_EB,0.6799,0.2434,0.5983,0.6052,0.051553,2.6,3.61,19.99,0.006582,0.014075,0.249998
Kevin Durant,20,1,330,logistic_RBF,0.7574,0.2716,0.5556,0.552,0.148861,-8.5,-7.57,11.42,0.031984,0.011419,0.249998
Kevin Durant,20,1,330,gp_location,0.7046,0.2544,0.5556,0.5635,0.070412,-0.93,-0.77,11.42,0.011393,0.006511,0.249998
Kevin Durant,20,2,351,intercept_only,0.7004,0.2536,0.4986,0.5,0.059829,-,-,-,0.00358,0.0,0.249998
Kevin Durant,20,2,351,binned_EB,0.682,0.2444,0.5926,0.5722,0.064324,2.63,3.64,18.85,0.008341,0.013992,0.249998
Kevin Durant,20,2,351,logistic_RBF,0.7553,0.2739,0.5499,0.5354,0.122356,-7.84,-7.99,10.28,0.03407,0.008741,0.249998
Kevin Durant,20,2,351,gp_location,0.6917,0.2489,0.5698,0.5768,0.06459,1.25,1.84,14.28,0.006802,0.007289,0.249998
Kevin Durant,20,3,346,intercept_only,0.7079,0.2573,0.4986,0.5,0.08524,-,-,-,0.007266,0.0,0.249998
Kevin Durant,20,3,346,binned_EB,0.6931,0.2489,0.5954,0.5954,0.091255,2.09,3.27,19.42,0.010007,0.01216,0.249998
Kevin Durant,20,3,346,logistic_RBF,0.7468,0.2678,0.5698,0.5613,0.115343,-5.49,-4.07,14.28,0.02827,0.009805,0.249998
Kevin Durant,20,3,346,gp_location,0.6972,0.2509,0.5926,0.5877,0.094601,1.51,2.48,18.85,0.011065,0.010731,0.249998
Kevin Durant,20,4,325,intercept_only,0.7051,0.2559,0.4986,0.5,0.076809,-,-,-,0.0059,0.0,0.249998
Kevin Durant,20,4,325,binned_EB,0.6867,0.2461,0.6097,0.5997,0.09989,2.6,3.82,22.28,0.011437,0.015906,0.249998
Kevin Durant,20,4,325,logistic_RBF,0.7708,0.2753,0.5812,0.5606,0.160217,-9.32,-7.6,16.57,0.040919,0.013991,0.249998
Kevin Durant,20,4,325,gp_location,0.7,0.252,0.5812,0.5886,0.081412,0.73,1.52,16.57,0.010345,0.00802,0.249998
Kevin Durant,30,0,504,intercept_only,0.7091,0.2579,0.4986,0.5,0.088726,-,-,-,0.007872,0.0,0.249998
Kevin Durant,30,0,504,binned_EB,0.689,0.2476,0.5926,0.5934,0.096203,2.84,4.01,18.85,0.010704,0.013826,0.249998
Kevin Durant,30,0,504,logistic_RBF,0.7188,0.2583,0.567,0.5985,0.12134,-1.37,-0.14,13.71,0.020535,0.011575,0.249998
Kevin Durant,30,0,504,gp_location,0.6945,0.2498,0.5926,0.6039,0.116709,2.06,3.12,18.85,0.017391,0.018165,0.249998
Kevin Durant,30,1,500,intercept_only,0.7073,0.257,0.4986,0.5,0.083425,-,-,-,0.00696,0.0,0.249998
Kevin Durant,30,1,500,binned_EB,0.6914,0.2489,0.5926,0.5445,0.102636,2.25,3.16,18.85,0.012263,0.014137,0.249998
Kevin Durant,30,1,500,logistic_RBF,0.7279,0.2618,0.5926,0.5677,0.135639,-2.91,-1.88,18.85,0.029441,0.016976,0.249998
Kevin Durant,30,1,500,gp_location,0.6904,0.2483,0.5897,0.6033,0.081743,2.38,3.39,18.28,0.008669,0.01127,0.249998
Kevin Durant,30,2,513,intercept_only,0.7104,0.2585,0.4986,0.5,0.092068,-,-,-,0.008476,0.0,0.249998
Kevin Durant,30,2,513,binned_EB,0.6926,0.2492,0.5926,0.5881,0.092322,2.51,3.58,18.85,0.012034,0.01378,0.249998
Kevin Durant,30,2,513,logistic_RBF,0.7244,0.2612,0.5698,0.5719,0.095921,-1.97,-1.06,14.28,0.017557,0.006787,0.249998
Kevin Durant,30,2,513,gp_location,0.6913,0.2483,0.5983,0.5914,0.096943,2.69,3.96,19.99,0.011788,0.013087,0.249998
Kevin Durant,30,3,504,intercept_only,0.7057,0.2562,0.4986,0.5,0.078805,-,-,-,0.00621,0.0,0.249998
Kevin Durant,30,3,504,binned_EB,0.6845,0.2455,0.5926,0.597,0.080276,3.0,4.17,18.85,0.008136,0.013036,0.249998
Kevin Durant,30,3,504,logistic_RBF,0.7388,0.2676,0.5783,0.5495,0.139191,-4.7,-4.46,15.99,0.03129,0.016984,0.249998
Kevin Durant,30,3,504,gp_location,0.6951,0.2499,0.5926,0.5742,0.088968,1.5,2.46,18.85,0.012852,0.012292,0.249998
Kevin Durant,30,4,502,intercept_only,0.7321,0.2687,0.4986,0.5,0.136883,-,-,-,0.018737,0.0,0.249998
Kevin Durant,30,4,502,binned_EB,0.7171,0.2603,0.5926,0.5733,0.145033,2.06,3.14,18.85,0.022954,0.013254,0.249998
Kevin Durant,30,4,502,logistic_RBF,0.7182,0.258,0.604,0.6276,0.178786,1.9,3.99,21.14,0.032723,0.022497,0.249998
Kevin Durant,30,4,502,gp_location,0.7042,0.2543,0.6011,0.6267,0.13957,3.81,5.35,20.57,0.021149,0.016912,0.249998
Kevin Durant,40,0,668,intercept_only,0.7095,0.2581,0.4986,0.5,0.089748,-,-,-,0.008055,0.0,0.249998
Kevin Durant,40,0,668,binned_EB,0.6952,0.2503,0.5869,0.5787,0.08919,2.01,3.02,17.71,0.009538,0.01053,0.249998
Kevin Durant,40,0,668,logistic_RBF,0.7206,0.2602,0.567,0.5659,0.094845,-1.56,-0.82,13.71,0.018767,0.005869,0.249998
Kevin Durant,40,0,668,gp_location,0.6958,0.2501,0.604,0.5837,0.11502,1.93,3.09,21.14,0.015397,0.015622,0.249998
Kevin Durant,40,1,698,intercept_only,0.7071,0.2569,0.4986,0.5,0.083086,-,-,-,0.006903,0.0,0.249998
Kevin Durant,40,1,698,binned_EB,0.6873,0.2468,0.5926,0.5937,0.086292,2.81,3.93,18.85,0.00931,0.012756,0.249998
Kevin Durant,40,1,698,logistic_RBF,0.7003,0.2504,0.6011,0.6075,0.095028,0.96,2.52,20.57,0.015841,0.014312,0.249998
Kevin Durant,40,1,698,gp_location,0.6843,0.2453,0.6011,0.6049,0.078951,3.22,4.51,20.57,0.00812,0.013633,0.249998
Kevin Durant,40,2,668,intercept_only,0.7124,0.2595,0.4986,0.5,0.097233,-,-,-,0.009454,0.0,0.249998
Kevin Durant,40,2,668,binned_EB,0.6925,0.2493,0.5926,0.581,0.099255,2.79,3.91,18.85,0.011711,0.013483,0.249998
Kevin Durant,40,2,668,logistic_RBF,0.7353,0.2642,0.5755,0.5619,0.104451,-3.22,-1.8,15.42,0.025601,0.012903,0.249998
Kevin Durant,40,2,668,gp_location,0.6942,0.2495,0.5983,0.5885,0.088677,2.56,3.85,19.99,0.009672,0.012541,0.249998
Kevin Durant,40,3,662,intercept_only,0.7134,0.2599,0.4986,0.5,0.099612,-,-,-,0.009923,0.0,0.249998
Kevin Durant,40,3,662,binned_EB,0.6983,0.2521,0.5926,0.5611,0.104115,2.11,3.02,18.85,0.012927,0.012805,0.249998
Kevin Durant,40,3,662,logistic_RBF,0.7187,0.2588,0.5783,0.585,0.112869,-0.75,0.44,15.99,0.022081,0.011655,0.249998
Kevin Durant,40,3,662,gp_location,0.696,0.2505,0.5983,0.6011,0.096023,2.44,3.61,19.99,0.012904,0.013072,0.249998
Kevin Durant,40,4,657,intercept_only,0.7147,0.2605,0.4986,0.5,0.102642,-,-,-,0.010535,0.0,0.249998
Kevin Durant,40,4,657,binned_EB,0.6939,0.2502,0.5926,0.6017,0.102042,2.91,3.96,18.85,0.013689,0.013843,0.249998
Kevin Durant,40,4,657,logistic_RBF,0.7266,0.2637,0.5556,0.5499,0.119901,-1.66,-1.23,11.42,0.024748,0.010581,0.249998
Kevin Durant,40,4,657,gp_location,0.6988,0.2522,0.5983,0.5784,0.135609,2.22,3.19,19.99,0.019032,0.016422,0.249998
Kevin Durant,50,0,840,intercept_only,0.7122,0.2593,0.4986,0.5,0.096663,-,-,-,0.009344,0.0,0.249998
Kevin Durant,50,0,840,binned_EB,0.6955,0.2507,0.5926,0.5523,0.099936,2.35,3.31,18.85,0.012,0.013475,0.249998
Kevin Durant,50,0,840,logistic_RBF,0.714,0.2585,0.5755,0.5674,0.115738,-0.25,0.31,15.42,0.018051,0.009881,0.249998
Kevin Durant,50,0,840,gp_location,0.6933,0.2495,0.604,0.596,0.112942,2.66,3.78,21.14,0.013937,0.015774,0.249998
Kevin Durant,50,1,829,intercept_only,0.7129,0.2597,0.4986,0.5,0.098529,-,-,-,0.009708,0.0,0.249998
Kevin Durant,50,1,829,binned_EB,0.696,0.2509,0.5926,0.5651,0.102672,2.37,3.4,18.85,0.011952,0.012774,0.249998
Kevin Durant,50,1,829,logistic_RBF,0.7101,0.2559,0.5755,0.5805,0.122097,0.39,1.45,15.42,0.02203,0.012409,0.249998
Kevin Durant,50,1,829,gp_location,0.6917,0.2486,0.6068,0.5925,0.110905,2.98,4.26,21.71,0.013669,0.015877,0.249998
Kevin Durant,50,2,834,intercept_only,0.7155,0.2609,0.4986,0.5,0.104542,-,-,-,0.010929,0.0,0.249998
Kevin Durant,50,2,834,binned_EB,0.6969,0.2514,0.5926,0.5666,0.11315,2.6,3.65,18.85,0.014501,0.014521,0.249998
Kevin Durant,50,2,834,logistic_RBF,0.7016,0.2524,0.6011,0.6018,0.127553,1.95,3.26,20.57,0.018783,0.014785,0.249998
Kevin Durant,50,2,834,gp_location,0.6922,0.2488,0.6068,0.5997,0.126427,3.26,4.63,21.71,0.016548,0.018057,0.249998
Kevin Durant,50,3,853,intercept_only,0.7133,0.2599,0.4986,0.5,0.099314,-,-,-,0.009863,0.0,0.249998
Kevin Durant,50,3,853,binned_EB,0.694,0.2499,0.5926,0.5843,0.10039,2.71,3.85,18.85,0.011339,0.013493,0.249998
Kevin Durant,50,3,853,logistic_RBF,0.7103,0.2559,0.5897,0.5785,0.105727,0.43,1.53,18.28,0.014828,0.01095,0.249998
Kevin Durant,50,3,853,gp_location,0.6911,0.2483,0.6011,0.5993,0.096242,3.11,4.47,20.57,0.010915,0.013223,0.249998
Kevin Durant,50,4,843,intercept_only,0.7082,0.2574,0.4986,0.5,0.086241,-,-,-,0.007437,0.0,0.249998
Kevin Durant,50,4,843,binned_EB,0.6909,0.2487,0.5926,0.5765,0.0899,2.44,3.37,18.85,0.011154,0.013262,0.249998
Kevin Durant,50,4,843,logistic_RBF,0.7182,0.26,0.5783,0.5524,0.128445,-1.42,-1.03,15.99,0.021221,0.011937,0.249998
Kevin Durant,50,4,843,gp_location,0.6943,0.2501,0.5983,0.5792,0.096805,1.96,2.83,19.99,0.011141,0.013002,0.249998
